MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseAge,Quality_x_Size,Log_LotArea
0.0,0.8333333333333333,0.28767123287671226,0.07678492135829301,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,0.2857142857142857,0.5555555555555556,0.5,1.2063004769962193,0.1666666666666643,0.6000000000000001,0.14285714285714285,0.2,0.625,0.07,1.0,1.0,0.2,1.0,0.5,0.3333333333333333,0.2,0.11321757618710135,1.0,0.0,0.18878424657534246,0.2,0.25,1.0,1.0,0.27767275782398654,0.0,0.0,0.2490580256217031,0.3333333333333333,0.0,0.25,0.0,0.375,0.3333333333333333,1.0,1.0,0.5,0.5,0.2,0.0,0.4,1.0,1.0,0.5,0.14747191011235955,0.08355795148247978,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,1.0,0.8,0.27244408934925507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623188405797091,0.13836556978983505,0.07460763466016167
0.0,0.6666666666666666,0.20205479452054792,0.048246044544158546,1.0,1.0,1.0,0.0,1.0,0.0,0.125,0.2857142857142857,0.0,0.2857142857142857,0.4444444444444445,0.625,1.227967178626257,0.18333333333333002,0.2,0.14285714285714285,0.8666666666666667,0.875,0.0,1.0,1.0,0.2,1.0,1.0,1.0,0.8,0.08291991495393339,0.6000000000000001,0.0,0.11558219178082191,0.2,1.0,1.0,1.0,0.11804242806133165,0.0,0.0,0.10587792012057273,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,1.0,1.0,0.0,0.5,0.2,1.0,0.2,1.0,1.0,1.0,0.09831460674157302,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,1.0,0.8,0.12423825569817747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3550724637681153,0.04705685338692122,0.047118333671831374
0.0,0.8333333333333333,0.2054794520547945,0.060609035032368135,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,0.2857142857142857,0.5555555555555556,0.625,1.1635986036408377,0.13333333333333286,0.6000000000000001,0.14285714285714285,0.9333333333333333,0.9375,0.0675,1.0,1.0,0.2,1.0,1.0,1.0,0.0,0.16353649893692418,1.0,0.0,0.1738013698630137,0.2,1.0,1.0,1.0,0.20898970804452843,0.0,0.0,0.18745290128108516,0.0,0.0,0.25,0.5,0.375,0.3333333333333333,0.5,1.0,0.0,0.5,0.2,1.0,0.2,1.0,1.0,1.0,0.2759831460674157,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,1.0,0.8,0.21450908164928842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37681159420289845,0.10414050071171398,0.05884330447809091
0.0,0.8333333333333333,0.2465753424657534,0.04608661104489471,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,0.2857142857142857,0.6666666666666665,0.5,1.3856339625457637,0.29999999999999716,0.6000000000000001,0.14285714285714285,0.2,0.1875,0.0,0.6666666666666666,1.0,0.2,1.0,1.0,1.0,0.0,0.18869596031183558,1.0,0.0,0.4473458904109589,0.2,0.0,1.0,1.0,0.3730308758664146,0.0,0.0,0.33458929917106256,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,0.0,1.0,0.5,1.0,0.2,0.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,1.0,0.8,0.31151653640272103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304347826086957,0.22305953278070834,0.04505616436099353
0.48507125007266594,0.8333333333333333,0.1815068493150685,0.05856645399518568,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.2857142857142857,0.0,0.7142857142857142,0.4444444444444445,0.5,2.1580274704546247,0.7999999999999972,0.2,0.14285714285714285,0.8666666666666667,0.875,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0.4,0.14014883061658398,1.0,0.0,0.0586472602739726,0.2,0.5,1.0,1.0,0.12476370510396974,0.3394673123486683,0.0,0.2439713639788998,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,1.0,1.0,0.25,1.0,0.2,0.0,0.4,1.0,1.0,1.0,0.14887640449438203,0.04582210242587601,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,1.0,0.8,0.23862621276160015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09420289855072461,0.10843171732395547,0.056915590911856224
0.48507125007266594,0.8333333333333333,0.19520547945205474,0.04056182663768725,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.2857142857142857,0.0,0.7142857142857142,0.5555555555555556,0.625,2.188299981035276,0.7999999999999972,0.2,0.14285714285714285,0.8666666666666667,0.875,0.0125,1.0,1.0,0.4,1.0,1.0,1.0,0.4,0.10666194188518781,1.0,0.0,0.1386986301369863,0.2,0.0,1.0,1.0,0.12434362528880487,0.32832929782082326,0.0,0.2392614920874152,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.5,1.0,0.25,0.5,0.2,0.0,0.4,1.0,1.0,1.0,0.25280898876404495,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,1.0,0.8,0.24617123702020047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913082,0.13292305115967512,0.03976078520896371
0.7669649888473704,0.8333333333333333,0.06849315068493152,0.016920236509383253,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.2857142857142857,1.0,0.2857142857142857,0.7777777777777777,0.5,2.2806494032569553,0.8500000000000014,0.2,0.14285714285714285,0.3333333333333333,0.3125,0.0,0.6666666666666666,1.0,0.4,0.5,1.0,0.6666666666666666,0.4,0.10914245216158754,1.0,0.0,0.3090753424657534,0.2,0.0,1.0,1.0,0.21088006721277042,0.0,0.0,0.1891484551620196,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,0.5,1.0,0.0,0.5,0.2,0.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,1.0,0.8,0.2704231007085586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06521739130434767,0.14711546512601523,0.016778683813018107
0.7669649888473704,0.8333333333333333,0.07534246575342464,0.01731753488045993,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.25,0.2857142857142857,1.0,0.2857142857142857,0.7777777777777777,0.5,2.0104421669034056,0.7000000000000028,0.2,0.14285714285714285,0.4,0.375,0.0,0.6666666666666666,1.0,0.4,0.5,1.0,1.0,0.0,0.046598157335223246,1.0,0.0,0.43535958904109584,0.2,0.0,1.0,1.0,0.19869775257298883,0.0,0.0,0.17822155237377543,0.0,0.0,0.5,0.0,0.25,0.3333333333333333,0.5,1.0,0.0,0.5,0.2,0.5,0.4,1.0,1.0,1.0,0.0,0.11051212938005392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.2407819339783431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13043478260869534,0.13861676295738087,0.01716929535481127
0.7669649888473704,0.8333333333333333,0.06164383561643834,0.019112388698029868,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.2857142857142857,1.0,0.2857142857142857,0.7777777777777777,0.5,2.0982413934153716,0.7666666666666657,0.2,0.14285714285714285,0.3333333333333333,0.3125,0.0,0.6666666666666666,1.0,0.4,0.5,1.0,1.0,0.4,0.2090715804394047,1.0,0.0,0.1776541095890411,0.2,0.0,1.0,1.0,0.2692711615206889,0.0,0.0,0.2415222305953278,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,0.5,1.0,0.25,1.0,0.2,0.5,0.4,1.0,1.0,1.0,0.16643258426966293,0.20485175202156336,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,1.0,0.8,0.30141159319923844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1086956521739122,0.18785062379636602,0.01893204128733456
0.48507125007266594,0.8333333333333333,0.13356164383561642,0.02897941059618126,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.2857142857142857,0.0,0.7142857142857142,0.6666666666666665,0.5,2.218827028173585,0.8166666666666629,0.2,0.14285714285714285,0.8666666666666667,0.875,0.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.42551369863013694,0.2,0.5,1.0,1.0,0.14576769586221383,0.3757869249394673,0.0,0.2769404672192916,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.5,1.0,0.25,1.0,0.2,0.0,0.4,1.0,1.0,1.0,0.09831460674157302,0.08086253369272238,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,1.0,0.8,0.23741361957718224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07971014492753525,0.18462697814619436,0.028567447512933344
